Area Abbreviation,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013
GNB,353000.0,352000.0,359000.0,369000.0,372000.0,381000.0,380000.0,376000.0,385000.0,382000.0,401000.0,397000.0,412000.0,410000.0,428000.0,457000.0,506000.0,513000.0,528000.0,548000.0,583000.0,598000.0,605000.0,617000.0,663000.0,674000.0,752000.0,765000.0,745000.0,767000.0,823000.0,849000.0,869000.0,862000.0,875000.0,868000.0,875000.0,884000.0,912000.0,964000.0,987000.0,1011000.0,992000.0,1037000.0,1098000.0,1101000.0,1106000.0,1147000.0,1125000.0,1217000.0,1228000.0,1268000,1230000
GUY,543000.0,562000.0,552000.0,608000.0,608000.0,629000.0,619000.0,629000.0,664000.0,660000.0,656000.0,664000.0,704000.0,653000.0,690000.0,714000.0,1163000.0,1126000.0,1301000.0,1542000.0,1550000.0,1438000.0,1463000.0,1166000.0,1292000.0,1370000.0,1460000.0,1745000.0,1447000.0,2111000.0,2126000.0,1375000.0,1382000.0,1444000.0,1496000.0,1275000.0,1401000.0,1655000.0,1223000.0,1248000.0,1390000.0,1641000.0,1680000.0,1674000.0,1575000.0,1551000.0,1528000.0,1512000.0,1628000.0,1688000.0,1633000.0,1649000,1683000
HTI,4732000.0,4816000.0,4888000.0,5064000.0,4957000.0,4982000.0,5124000.0,5025000.0,5181000.0,5308000.0,5438000.0,5472000.0,5576000.0,5642000.0,5710000.0,5803000.0,6085000.0,6160000.0,6082000.0,6481000.0,6627000.0,6725000.0,6346000.0,6293000.0,6399000.0,6315000.0,6401000.0,6149000.0,6111000.0,6135000.0,6055000.0,5952000.0,5767000.0,5990000.0,6110000.0,6221000.0,6162000.0,6599000.0,6756000.0,7098000.0,7070000.0,6697000.0,6874000.0,7367000.0,7556000.0,7616000.0,8043000.0,7796000.0,8542000.0,8766000.0,8725000.0,8663000,9166000
HND,1800000.0,1778000.0,1815000.0,1866000.0,1954000.0,2080000.0,2236000.0,2329000.0,2417000.0,2460000.0,2478000.0,2547000.0,2681000.0,2642000.0,2872000.0,2945000.0,3255000.0,3747000.0,3681000.0,3929000.0,3501000.0,3991000.0,4128000.0,3887000.0,4090000.0,3821000.0,4384000.0,4442000.0,4678000.0,4844000.0,4834000.0,5327000.0,5786000.0,6261000.0,5950000.0,6622000.0,7148000.0,6738000.0,6316000.0,5898000.0,6368000.0,6684000.0,8652000.0,8573000.0,9379000.0,9173000.0,10419000.0,11049000.0,11870000.0,10247000.0,9089000.0,9189000,9093000
HUN,25789000.0,27335000.0,27444000.0,27292000.0,26787000.0,29028000.0,29284000.0,30155000.0,30801000.0,31723000.0,33486000.0,33769000.0,33809000.0,37553000.0,37168000.0,36573000.0,40177000.0,40960000.0,40402000.0,40465000.0,40502000.0,41699000.0,42680000.0,43351000.0,41154000.0,40989000.0,42180000.0,41650000.0,41144000.0,39346000.0,36099000.0,31499000.0,29053000.0,32109000.0,31241000.0,32118000.0,31400000.0,31892000.0,32308000.0,30485000.0,30530000.0,30684000.0,30393000.0,30819000.0,30426000.0,29617000.0,27713000.0,27344000.0,26985000.0,25144000.0,25388000.0,24185000,23635000
ISL,397000.0,396000.0,410000.0,393000.0,426000.0,409000.0,428000.0,418000.0,425000.0,444000.0,450000.0,455000.0,460000.0,466000.0,459000.0,511000.0,536000.0,519000.0,523000.0,508000.0,508000.0,509000.0,542000.0,566000.0,547000.0,568000.0,611000.0,674000.0,600000.0,594000.0,601000.0,577000.0,580000.0,596000.0,622000.0,623000.0,619000.0,622000.0,632000.0,641000.0,664000.0,690000.0,699000.0,703000.0,733000.0,771000.0,842000.0,798000.0,791000.0,779000.0,790000.0,810000,818000
IND,309565000.0,318802000.0,315155000.0,324564000.0,327376000.0,336008000.0,347493000.0,361409000.0,375288000.0,391899000.0,389532000.0,395202000.0,412069000.0,410204000.0,437783000.0,431078000.0,466611000.0,487270000.0,482421000.0,481055000.0,510580000.0,516968000.0,566543000.0,590201000.0,592570000.0,605447000.0,623575000.0,654356000.0,690928000.0,681169000.0,716474000.0,750584000.0,758811000.0,780455000.0,808109000.0,823412000.0,856044000.0,907653000.0,949204000.0,934346000.0,951943000.0,932637000.0,964933000.0,958430000.0,988532000.0,1056344000.0,1120149000.0,1164815000.0,1166783000.0,1226850000.0,1267739000.0,1295189000,1336593000
IDN,62022000.0,64800000.0,65511000.0,70708000.0,70592000.0,69093000.0,69745000.0,72594000.0,72779000.0,74706000.0,76892000.0,78800000.0,87681000.0,89678000.0,88680000.0,86765000.0,92709000.0,95165000.0,98593000.0,103567000.0,111156000.0,109062000.0,116226000.0,120012000.0,122296000.0,129213000.0,131742000.0,137679000.0,141444000.0,131506000.0,135193000.0,142528000.0,147154000.0,155720000.0,174641000.0,169422000.0,166639000.0,166540000.0,173823000.0,177495000.0,181527000.0,188244000.0,194695000.0,200569000.0,203166000.0,210710000.0,216034000.0,221464000.0,231466000.0,236193000.0,249788000.0,257587000,256888000
IRN,17283000.0,17705000.0,18280000.0,19175000.0,20644000.0,22216000.0,23388000.0,25078000.0,25325000.0,26344000.0,26547000.0,28497000.0,31128000.0,34255000.0,37303000.0,40412000.0,43840000.0,43881000.0,45155000.0,49278000.0,55309000.0,59714000.0,62490000.0,65621000.0,68511000.0,71582000.0,74785000.0,71053000.0,76071000.0,86459000.0,83786000.0,90676000.0,93241000.0,92667000.0,96423000.0,103132000.0,105246000.0,109580000.0,110180000.0,110220000.0,114417000.0,120460000.0,123136000.0,128333000.0,137747000.0,134768000.0,137836000.0,130349000.0,141359000.0,143368000.0,141265000.0,146741000,146155000
IRQ,6613000.0,6997000.0,7426000.0,7777000.0,8205000.0,8696000.0,9580000.0,10164000.0,10476000.0,10284000.0,11063000.0,11719000.0,10688000.0,10980000.0,11482000.0,13015000.0,13825000.0,15426000.0,15935000.0,16830000.0,18763000.0,19972000.0,20743000.0,23278000.0,24489000.0,24076000.0,24678000.0,25064000.0,25944000.0,25112000.0,18738000.0,18445000.0,19607000.0,19148000.0,19092000.0,19505000.0,19417000.0,20542000.0,22079000.0,22446000.0,24606000.0,26007000.0,23457000.0,25879000.0,28617000.0,29959000.0,29354000.0,28337000.0,29879000.0,33014000.0,32476000.0,32860000,37277000
IRL,11603000.0,11925000.0,11453000.0,10910000.0,11705000.0,11656000.0,12082000.0,12278000.0,12025000.0,12239000.0,12412000.0,11910000.0,11572000.0,11055000.0,10681000.0,10825000.0,11120000.0,10916000.0,11759000.0,11963000.0,11970000.0,13257000.0,13148000.0,13126000.0,12283000.0,12609000.0,11850000.0,11991000.0,11159000.0,11943000.0,11496000.0,11424000.0,11510000.0,12016000.0,12293000.0,11903000.0,12727000.0,12420000.0,13535000.0,13383000.0,14547000.0,15409000.0,15416000.0,15756000.0,15474000.0,15220000.0,15227000.0,16917000.0,15851000.0,15786000.0,15572000.0,16010000,18160000
ISR,4632000.0,4893000.0,4951000.0,5673000.0,5606000.0,6075000.0,6285000.0,6561000.0,6796000.0,7229000.0,8045000.0,8144000.0,8583000.0,8328000.0,8642000.0,9390000.0,9142000.0,8820000.0,9335000.0,9344000.0,9665000.0,11000000.0,10628000.0,11018000.0,11152000.0,10991000.0,11204000.0,12186000.0,13299000.0,13447000.0,13480000.0,14318000.0,14717000.0,15951000.0,16061000.0,15257000.0,15703000.0,15258000.0,16037000.0,16836000.0,17777000.0,18045000.0,18359000.0,18587000.0,18154000.0,17162000.0,17066000.0,16629000.0,17691000.0,18017000.0,18033000.0,18850000,19313000
ITA,105534000.0,106405000.0,115344000.0,115971000.0,119997000.0,124751000.0,128973000.0,133473000.0,136677000.0,138512000.0,136362000.0,138238000.0,142037000.0,137916000.0,138045000.0,139216000.0,137928000.0,145688000.0,151242000.0,151451000.0,147531000.0,145777000.0,148716000.0,152922000.0,149722000.0,150238000.0,151461000.0,149155000.0,149748000.0,148199000.0,152166000.0,153521000.0,148887000.0,147704000.0,148219000.0,155230000.0,152197000.0,156458000.0,161491000.0,164746000.0,156250000.0,156399000.0,155143000.0,167995000.0,164683000.0,160462000.0,160903000.0,158423000.0,158382000.0,154867000.0,156057000.0,153460000,153450000
JAM,1507000.0,1655000.0,1670000.0,1804000.0,1803000.0,1906000.0,2028000.0,2030000.0,2027000.0,2280000.0,2551000.0,2760000.0,2525000.0,2753000.0,2745000.0,2856000.0,2755000.0,3081000.0,2932000.0,3054000.0,3072000.0,3003000.0,2964000.0,3159000.0,3073000.0,3044000.0,3381000.0,3112000.0,3237000.0,3352000.0,3259000.0,3441000.0,3716000.0,3839000.0,3891000.0,3997000.0,3929000.0,3919000.0,3969000.0,3952000.0,4125000.0,4131000.0,4217000.0,4133000.0,3976000.0,4342000.0,4196000.0,3820000.0,3877000.0,4049000.0,4333000.0,4154000,4216000
JPN,112141000.0,118634000.0,123890000.0,128280000.0,130402000.0,136702000.0,141982000.0,150584000.0,152284000.0,157492000.0,160078000.0,169255000.0,171746000.0,170107000.0,171067000.0,173686000.0,186191000.0,188258000.0,193863000.0,193640000.0,191432000.0,195715000.0,199038000.0,201082000.0,204677000.0,210728000.0,214059000.0,216262000.0,216975000.0,215299000.0,214289000.0,216494000.0,214086000.0,213836000.0,215630000.0,212967000.0,212604000.0,205237000.0,207324000.0,205273000.0,203979000.0,203459000.0,200301000.0,199021000.0,199075000.0,195615000.0,195712000.0,190337000.0,188600000.0,185552000.0,186917000.0,190471000,188113000
JOR,2039000.0,2009000.0,2200000.0,2363000.0,2532000.0,2131000.0,2076000.0,1396000.0,1573000.0,1413000.0,1535000.0,1722000.0,1604000.0,1592000.0,1714000.0,1734000.0,2072000.0,2390000.0,2339000.0,2423000.0,2498000.0,2780000.0,3002000.0,3238000.0,3678000.0,3799000.0,3948000.0,4193000.0,3869000.0,4734000.0,5002000.0,5817000.0,5784000.0,6228000.0,6550000.0,6600000.0,5974000.0,6400000.0,6856000.0,6643000.0,6560000.0,7200000.0,8204000.0,8669000.0,8374000.0,8965000.0,9092000.0,9227000.0,9197000.0,9357000.0,10327000.0,10927000,10980000
KAZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43816000.0,40008000.0,39428000.0,31534000.0,26890000.0,23992000.0,20879000.0,21134000.0,25966000.0,28561000.0,31124000.0,33067000.0,33292000.0,35458000.0,35831000.0,37153000.0,37044000.0,40006000.0,38969000.0,46916000.0,43425000,47099000
KEN,8721000.0,9068000.0,8899000.0,9386000.0,9730000.0,10188000.0,10324000.0,10656000.0,10986000.0,11433000.0,11831000.0,12393000.0,12583000.0,12938000.0,13276000.0,13753000.0,14359000.0,14959000.0,16082000.0,16137000.0,16032000.0,16882000.0,17206000.0,16112000.0,18688000.0,19772000.0,20042000.0,20606000.0,21717000.0,21831000.0,22559000.0,23266000.0,22866000.0,24359000.0,24444000.0,24745000.0,25803000.0,26607000.0,28822000.0,27587000.0,30092000.0,30109000.0,30166000.0,32181000.0,37805000.0,38610000.0,38872000.0,41167000.0,43241000.0,44838000.0,44167000.0,47972000,48597000
KIR,41000.0,40000.0,43000.0,45000.0,45000.0,50000.0,51000.0,54000.0,54000.0,57000.0,58000.0,62000.0,63000.0,66000.0,66000.0,67000.0,67000.0,72000.0,76000.0,77000.0,75000.0,75000.0,74000.0,76000.0,75000.0,73000.0,75000.0,76000.0,75000.0,81000.0,82000.0,85000.0,94000.0,90000.0,94000.0,100000.0,96000.0,101000.0,101000.0,102000.0,111000.0,108000.0,107000.0,109000.0,116000.0,121000.0,119000.0,121000.0,124000.0,126000.0,126000.0,129000,135000
KWT,374000.0,416000.0,459000.0,540000.0,634000.0,719000.0,831000.0,910000.0,941000.0,1023000.0,1068000.0,1162000.0,1196000.0,1303000.0,1406000.0,1594000.0,1741000.0,1943000.0,2131000.0,2328000.0,2477000.0,2666000.0,2810000.0,3016000.0,3122000.0,3303000.0,3560000.0,3670000.0,3809000.0,2580000.0,1230000.0,2196000.0,2502000.0,2947000.0,3144000.0,3168000.0,3355000.0,3555000.0,3704000.0,3945000.0,4070000.0,3597000.0,3634000.0,3667000.0,4310000.0,4868000.0,4852000.0,4954000.0,5420000.0,5332000.0,5369000.0,5644000,7167000
KGZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9041000.0,7432000.0,6429000.0,6279000.0,6784000.0,7617000.0,8114000.0,8978000.0,9391000.0,9966000.0,9902000.0,10066000.0,10653000.0,10454000.0,10546000.0,11089000.0,11065000.0,12090000.0,11171000.0,11415000.0,11670000,12527000
LAO,1287000.0,1306000.0,1343000.0,1423000.0,1475000.0,1530000.0,1571000.0,1606000.0,1627000.0,1696000.0,1711000.0,1749000.0,1773000.0,1780000.0,1771000.0,1829000.0,1941000.0,1996000.0,2069000.0,2157000.0,2201000.0,2259000.0,2294000.0,2371000.0,2463000.0,2510000.0,2670000.0,2752000.0,2900000.0,3072000.0,2967000.0,3085000.0,3213000.0,3471000.0,3235000.0,3433000.0,3605000.0,3933000.0,4212000.0,5249000.0,5267000.0,6114000.0,6039000.0,6150000.0,6478000.0,6639000.0,7209000.0,7492000.0,8038000.0,8618000.0,9812000.0,9553000,10596000
LVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8167000.0,7130000.0,6687000.0,6164000.0,6684000.0,6290000.0,5643000.0,5558000.0,5675000.0,5549000.0,5999000.0,5893000.0,5657000.0,5954000.0,5751000.0,5778000.0,5401000.0,5529000.0,5303000.0,5462000.0,5217000,4764000
LBN,2381000.0,2454000.0,2538000.0,2796000.0,2692000.0,2811000.0,2870000.0,2969000.0,2937000.0,3068000.0,3268000.0,3567000.0,3185000.0,3275000.0,3261000.0,3148000.0,3657000.0,3662000.0,3791000.0,3935000.0,4098000.0,4128000.0,4398000.0,4284000.0,4439000.0,4790000.0,5128000.0,5255000.0,5535000.0,5765000.0,6099000.0,6196000.0,6334000.0,6624000.0,7159000.0,7489000.0,7579000.0,6988000.0,7308000.0,7061000.0,6899000.0,7291000.0,7472000.0,7771000.0,7698000.0,7349000.0,7812000.0,7771000.0,7488000.0,7731000.0,8015000.0,8404000,8682000
LSO,600000.0,613000.0,638000.0,653000.0,661000.0,667000.0,657000.0,667000.0,655000.0,690000.0,753000.0,705000.0,730000.0,827000.0,780000.0,824000.0,939000.0,1054000.0,1026000.0,1057000.0,1085000.0,1101000.0,1274000.0,1216000.0,1199000.0,1151000.0,1166000.0,1206000.0,1229000.0,1243000.0,1258000.0,1292000.0,1341000.0,1393000.0,1332000.0,1390000.0,1408000.0,1430000.0,1462000.0,1483000.0,1524000.0,1546000.0,1547000.0,1596000.0,1621000.0,1654000.0,1639000.0,1668000.0,1676000.0,1697000.0,1724000.0,1732000,1803000
LBR,1128000.0,1154000.0,1179000.0,1191000.0,1208000.0,1269000.0,1274000.0,1308000.0,1292000.0,1407000.0,1467000.0,1443000.0,1469000.0,1514000.0,1501000.0,1601000.0,1721000.0,1755000.0,1836000.0,1843000.0,1880000.0,1929000.0,1909000.0,1886000.0,1979000.0,2064000.0,2129000.0,2252000.0,2150000.0,1891000.0,1769000.0,1759000.0,1760000.0,1644000.0,1622000.0,1809000.0,2084000.0,2230000.0,2356000.0,2594000.0,2624000.0,2720000.0,2702000.0,2832000.0,2991000.0,2864000.0,2998000.0,3013000.0,3012000.0,3096000.0,3298000.0,3290000,3380000
LTU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9667000.0,11171000.0,9889000.0,9595000.0,10950000.0,12535000.0,12347000.0,11216000.0,11825000.0,11918000.0,11560000.0,11780000.0,10937000.0,11435000.0,9860000.0,10866000.0,10258000.0,10224000.0,9023000.0,9634000.0,10017000,10206000
LUX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1220000.0,1222000.0,1310000.0,1309000.0,1308000.0,1290000.0,1295000.0,1300000.0,1377000.0,1345000.0,1375000.0,1432000.0,1501000,1511000
MDG,6026000.0,6217000.0,6530000.0,6785000.0,6992000.0,6977000.0,7276000.0,7732000.0,8038000.0,8104000.0,8248000.0,8388000.0,8391000.0,9213000.0,9359000.0,9770000.0,9423000.0,9786000.0,9846000.0,10230000.0,10391000.0,10222000.0,10976000.0,11335000.0,11509000.0,12126000.0,11999000.0,12053000.0,12177000.0,12592000.0,12501000.0,12483000.0,12705000.0,12846000.0,12925000.0,13263000.0,13668000.0,14043000.0,14463000.0,14796000.0,15075000.0,15024000.0,15069000.0,15580000.0,17400000.0,17822000.0,18382000.0,18612000.0,19680000.0,20333000.0,21216000.0,21505000,21174000
MWI,2649000.0,2755000.0,2839000.0,2994000.0,3088000.0,3135000.0,3261000.0,3417000.0,3514000.0,3680000.0,3961000.0,4130000.0,4664000.0,4930000.0,5119000.0,5266000.0,5404000.0,5165000.0,5223000.0,5314000.0,5443000.0,5583000.0,5248000.0,5244000.0,5523000.0,5689000.0,5863000.0,6120000.0,6307000.0,6415000.0,6772000.0,6329000.0,7145000.0,6831000.0,7711000.0,8289000.0,8984000.0,10053000.0,11332000.0,14757000.0,16166000.0,12471000.0,13505000.0,15550000.0,14490000.0,17429000.0,18751000.0,19329000.0,20627000.0,21717000.0,22689000.0,24090000,25233000
MYS,6780000.0,7221000.0,7489000.0,7654000.0,7930000.0,8235000.0,8449000.0,9112000.0,9544000.0,10035000.0,10049000.0,10469000.0,11098000.0,11757000.0,11847000.0,12063000.0,13195000.0,13912000.0,14660000.0,15105000.0,15239000.0,15957000.0,16624000.0,17570000.0,17611000.0,17834000.0,18393000.0,19895000.0,20321000.0,20947000.0,21668000.0,23554000.0,25237000.0,25556000.0,27643000.0,28152000.0,29754000.0,27273000.0,29135000.0,28817000.0,28472000.0,29779000.0,31883000.0,32522000.0,31864000.0,33505000.0,33071000.0,31614000.0,34054000.0,36402000.0,36249000.0,37915000,38992000
MDV,60000.0,65000.0,68000.0,72000.0,84000.0,86000.0,91000.0,90000.0,92000.0,104000.0,107000.0,114000.0,120000.0,125000.0,128000.0,135000.0,134000.0,148000.0,145000.0,155000.0,164000.0,174000.0,181000.0,192000.0,199000.0,210000.0,213000.0,223000.0,229000.0,191000.0,203000.0,224000.0,266000.0,288000.0,273000.0,291000.0,294000.0,309000.0,316000.0,331000.0,349000.0,356000.0,341000.0,355000.0,376000.0,376000.0,402000.0,417000.0,429000.0,465000.0,485000.0,541000,559000
MLI,3258000.0,3369000.0,3441000.0,3441000.0,3482000.0,3589000.0,3718000.0,3960000.0,3892000.0,4268000.0,3904000.0,3808000.0,3751000.0,4054000.0,4218000.0,4275000.0,4230000.0,4260000.0,4504000.0,4428000.0,4495000.0,5000000.0,4955000.0,5108000.0,5698000.0,6048000.0,6178000.0,6519000.0,6625000.0,6966000.0,7094000.0,7038000.0,7244000.0,7240000.0,7685000.0,7924000.0,8119000.0,8486000.0,8891000.0,8988000.0,9365000.0,9801000.0,10494000.0,10849000.0,11893000.0,12522000.0,14027000.0,14192000.0,15957000.0,15865000.0,16458000.0,16937000,17046000
MLT,474000.0,494000.0,485000.0,486000.0,474000.0,482000.0,473000.0,507000.0,550000.0,534000.0,572000.0,574000.0,607000.0,621000.0,645000.0,698000.0,697000.0,623000.0,672000.0,676000.0,691000.0,617000.0,678000.0,693000.0,725000.0,677000.0,733000.0,806000.0,774000.0,819000.0,828000.0,860000.0,894000.0,847000.0,888000.0,999000.0,988000.0,1099000.0,1090000.0,1096000.0,1096000.0,1061000.0,1093000.0,1103000.0,1084000.0,1049000.0,1147000.0,1074000.0,1008000.0,966000.0,977000.0,994000,1003000
MRT,852000.0,862000.0,875000.0,888000.0,898000.0,920000.0,946000.0,964000.0,977000.0,983000.0,972000.0,954000.0,972000.0,952000.0,1001000.0,1033000.0,1124000.0,1183000.0,1176000.0,1233000.0,1289000.0,1355000.0,1557000.0,1618000.0,1655000.0,1621000.0,1689000.0,1770000.0,1784000.0,1703000.0,1783000.0,1818000.0,1961000.0,1957000.0,1967000.0,2106000.0,2209000.0,2290000.0,2315000.0,2341000.0,2493000.0,2562000.0,2801000.0,2907000.0,3125000.0,2780000.0,3148000.0,3221000.0,3221000.0,3514000.0,3616000.0,3909000,4071000
MUS,484000.0,521000.0,537000.0,542000.0,542000.0,553000.0,560000.0,573000.0,556000.0,594000.0,614000.0,618000.0,634000.0,678000.0,687000.0,729000.0,804000.0,822000.0,834000.0,837000.0,872000.0,838000.0,869000.0,902000.0,912000.0,934000.0,979000.0,1026000.0,1088000.0,1069000.0,1133000.0,1179000.0,1233000.0,1253000.0,1369000.0,1332000.0,1387000.0,1382000.0,1425000.0,1516000.0,1562000.0,1587000.0,1630000.0,1663000.0,1643000.0,1641000.0,1693000.0,1676000.0,1788000.0,1741000.0,1762000.0,1743000,1794000
MEX,35518000.0,37513000.0,39647000.0,41485000.0,44676000.0,49553000.0,52157000.0,55241000.0,57170000.0,60376000.0,63586000.0,68380000.0,71930000.0,75543000.0,80184000.0,79615000.0,85681000.0,91586000.0,95572000.0,108748000.0,115612000.0,114826000.0,116326000.0,119495000.0,121722000.0,123396000.0,121718000.0,123325000.0,127407000.0,133719000.0,129775000.0,138970000.0,146485000.0,143473000.0,141718000.0,153684000.0,153551000.0,164040000.0,168357000.0,175777000.0,187366000.0,187337000.0,193486000.0,194764000.0,189931000.0,196750000.0,200049000.0,205958000.0,198123000.0,203797000.0,199902000.0,209246000,210121000
MNG,1029000.0,1152000.0,1210000.0,1270000.0,1378000.0,1301000.0,1284000.0,1207000.0,1238000.0,1384000.0,1453000.0,1375000.0,1692000.0,1719000.0,1825000.0,1845000.0,1769000.0,1833000.0,1840000.0,1803000.0,1958000.0,2215000.0,2413000.0,2457000.0,2513000.0,2788000.0,2612000.0,2613000.0,2627000.0,2547000.0,2307000.0,2008000.0,2014000.0,1996000.0,2052000.0,2093000.0,2195000.0,2344000.0,2541000.0,2436000.0,2307000.0,2316000.0,2431000.0,2530000.0,2467000.0,2706000.0,2917000.0,3127000.0,3509000.0,3067000.0,3503000.0,3684000,3702000
MNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1605000.0,1659000.0,1860000.0,1891000.0,1810000.0,1887000.0,1786000,1848000
MAR,8777000.0,9644000.0,10246000.0,10999000.0,11230000.0,10796000.0,11858000.0,13392000.0,13654000.0,14138000.0,15002000.0,15460000.0,15281000.0,16698000.0,17144000.0,17048000.0,17885000.0,19503000.0,19587000.0,19446000.0,20061000.0,21250000.0,21721000.0,22761000.0,24675000.0,26968000.0,27277000.0,29162000.0,30189000.0,30885000.0,32146000.0,29700000.0,30227000.0,32055000.0,30693000.0,35876000.0,35866000.0,37392000.0,36777000.0,36549000.0,36714000.0,39856000.0,41541000.0,44651000.0,42360000.0,46027000.0,44458000.0,45146000.0,48373000.0,49843000.0,52740000.0,52224000,55676000
MOZ,7759000.0,8032000.0,7907000.0,8186000.0,8337000.0,8405000.0,8640000.0,8567000.0,8956000.0,9121000.0,9725000.0,9654000.0,10219000.0,10102000.0,10040000.0,10373000.0,10418000.0,10628000.0,10833000.0,11237000.0,11156000.0,11119000.0,11138000.0,11514000.0,11644000.0,11270000.0,11567000.0,11429000.0,11309000.0,12437000.0,11635000.0,11332000.0,11806000.0,12066000.0,13378000.0,14699000.0,15541000.0,16150000.0,16826000.0,16814000.0,17624000.0,18279000.0,19681000.0,19829000.0,18929000.0,20275000.0,20383000.0,22103000.0,23349000.0,25687000.0,26576000.0,28115000,28517000
MMR,10207000.0,10930000.0,11310000.0,12336000.0,12107000.0,12138000.0,12541000.0,13553000.0,13367000.0,13985000.0,14350000.0,14531000.0,15240000.0,15490000.0,15922000.0,16458000.0,17339000.0,18926000.0,19784000.0,21396000.0,22776000.0,23563000.0,24239000.0,25328000.0,25914000.0,26349000.0,27128000.0,26873000.0,25002000.0,26423000.0,26892000.0,28581000.0,29882000.0,30730000.0,31466000.0,32904000.0,33977000.0,35303000.0,37962000.0,39547000.0,41937000.0,43637000.0,46515000.0,51916000.0,56591000.0,61660000.0,64411000.0,68069000.0,68802000.0,73192000.0,73043000.0,73304000,74909000
NAM,771000.0,747000.0,772000.0,785000.0,780000.0,813000.0,837000.0,836000.0,825000.0,815000.0,842000.0,851000.0,853000.0,871000.0,880000.0,905000.0,938000.0,961000.0,986000.0,1000000.0,1003000.0,1009000.0,1014000.0,1038000.0,1042000.0,1067000.0,1115000.0,1147000.0,1151000.0,1566000.0,1525000.0,1775000.0,1496000.0,1457000.0,1518000.0,1837000.0,1986000.0,1976000.0,2253000.0,2516000.0,2248000.0,2142000.0,2174000.0,2121000.0,2175000.0,2198000.0,2249000.0,2323000.0,2325000.0,2366000.0,2463000.0,2639000,2800000
NPL,5671000.0,5773000.0,5902000.0,5961000.0,6203000.0,6226000.0,6311000.0,6532000.0,6747000.0,6935000.0,7073000.0,7172000.0,7440000.0,7687000.0,7712000.0,8068000.0,8305000.0,8564000.0,8578000.0,9032000.0,9344000.0,9663000.0,11292000.0,11500000.0,11601000.0,11822000.0,12716000.0,14238000.0,15340000.0,15295000.0,16310000.0,17083000.0,17243000.0,18630000.0,18960000.0,18550000.0,19599000.0,19961000.0,21096000.0,21768000.0,23036000.0,23792000.0,24943000.0,25360000.0,26497000.0,27813000.0,28799000.0,29631000.0,31004000.0,32746000.0,34260000.0,36442000,36644000
NLD,33776000.0,33552000.0,35410000.0,36790000.0,34817000.0,36677000.0,38514000.0,38488000.0,40858000.0,40361000.0,40001000.0,42061000.0,44636000.0,46862000.0,46049000.0,47475000.0,53786000.0,57897000.0,56873000.0,55592000.0,54881000.0,60432000.0,56013000.0,66047000.0,68065000.0,62918000.0,64676000.0,67730000.0,46342000.0,70331000.0,62610000.0,66338000.0,58813000.0,63656000.0,57322000.0,58885000.0,55002000.0,54021000.0,61762000.0,59552000.0,59524000.0,54010000.0,52516000.0,55990000.0,51748000.0,54371000.0,55267000.0,55742000.0,54980000.0,53418000.0,54448000.0,53325000,53832000
